,Professional,Country,DeveloperType,HaveWorkedLanguage,WantWorkLanguage
5473,Student,India,General,C++; SQL,C++; JavaScript; Python
5480,Student,Italy,General,C#; JavaScript; PHP; SQL,C++; C#; Lua; Scala
5496,Student,Ukraine,General,Go; Java; JavaScript; Python; Ruby; SQL,C++; Java; Python; SQL
5513,Student,Netherlands,General,JavaScript,Java; Python
5515,Student,Sweden,General,C#,C++; Go; Java
5519,Student,Peru,General,C#; Common Lisp; Java; SQL,C; C++
5528,Student,India,General,C; C++; C#; Java; JavaScript; Objective-C; PHP; SQL,Assembly; CoffeeScript; Common Lisp; Clojure; Dart; Elixir; Erlang; F#; Go; Groovy; Hack; Haskell; Julia; Lua; Matlab; Perl; Python; R; Ruby; Rust; Scala; Smalltalk; Swift; TypeScript
5530,Student,Colombia,General,Java; PHP,C#; Java; JavaScript; Python; Ruby
5531,Student,India,General,Assembly; C; Java,Assembly; C; C++; Java
5549,Student,Finland,General,C; C#; CoffeeScript; Java; JavaScript; Objective-C; PHP; Python; SQL,C; C++; JavaScript; PHP; SQL
5570,Student,Norway,General,Java; JavaScript,JavaScript
5577,Student,Hong Kong,General,Python,Java
5597,Student,Finland,General,Java; JavaScript; PHP,Assembly; C; C++; JavaScript
5600,Student,France,General,C; C++; C#; Java; JavaScript; PHP; Python; R; SQL; Swift,C; C++; C#; Java; JavaScript; PHP; SQL
5610,Student,United States,General,C#; SQL,C#; Java; Python; SQL
5616,Student,United States,General,Python,C; Go
5629,Student,Canada,General,C++; JavaScript,C#; Java; JavaScript
5674,Student,United States,General,C#; Java; JavaScript; PHP; SQL,Dart; Java; JavaScript; Ruby; SQL
5724,Student,Germany,General,C++,Haskell; Rust; SQL
5744,Student,Canada,General,Java; JavaScript; Python; SQL,Scala
5758,Student,United States,General,JavaScript; Lua,Java; SQL
5767,Student,Austria,General,Java; JavaScript; PHP; SQL,C++; C#; TypeScript
5769,Student,Ukraine,General,C; C++; Java; JavaScript; PHP; Python; Swift,Common Lisp; Java; JavaScript; PHP; Swift
5811,Student,India,General,C; C++; Matlab; PHP; Python; SQL,C; C++; Java; JavaScript; Matlab; PHP; Python; R; SQL
5827,Student,Myanmar,General,Java; Python; SQL,C; Java; JavaScript; SQL
5829,Student,United States,General,C#; Java; JavaScript; Perl; Python; Scala; SQL; Swift,C#; Java; JavaScript; Python; SQL; Swift
5833,Student,United States,General,Common Lisp; Java; JavaScript; Python; SQL,Haskell; Python; Ruby; Rust; Scala
5860,Student,Poland,General,JavaScript; SQL,C++; JavaScript; SQL; TypeScript
5874,Student,Canada,General,C; C++; Java; Python; SQL,C; C++; Python
5885,Student,United States,General,Java; R,C++; Java; Python; R; SQL
5898,Student,Spain,General,C,Assembly; C; C++
5899,Student,United Kingdom,General,C#; VB.NET,C#; Java; JavaScript; PHP; SQL
5921,Student,Czech Republic,General,C; C++; C#; JavaScript; PHP; SQL; TypeScript; VB.NET,JavaScript; PHP; SQL; TypeScript; VB.NET
5966,Student,United States,General,JavaScript; SQL,Java; PHP; Python; Ruby
5999,Student,Germany,General,C#; JavaScript; PHP; SQL,C#; JavaScript; SQL
6015,Student,Italy,General,Assembly; C; C++,Java; JavaScript; PHP; Python
6019,Student,India,General,C; C++; Java; Matlab,C#; JavaScript
6035,Student,Germany,General,C#,C++
6076,Student,United Kingdom,General,Python,C++; Python
6106,Student,Nigeria,General,C++; Java; Python,Assembly; Haskell; Perl
6144,Student,Germany,General,JavaScript,C; C++; Python
6149,Student,Portugal,General,C; C++; Java; Matlab; Python,Python
6152,Student,United States,General,C; Perl,C; Perl; SQL
6162,Student,United States,General,Assembly; C; C++; C#; Java; JavaScript; Python,C++; Go
6171,Student,Greece,General,C#; JavaScript; SQL,C++; C#; JavaScript; SQL
6181,Student,Canada,General,Java; Python; Ruby; SQL,Assembly; C; C++; C#; Swift
6189,Student,Germany,General,Java; JavaScript,Assembly; C++; Java; JavaScript
6198,Student,United Kingdom,General,C; C++; JavaScript; Python; Rust,C; Rust
6203,Student,United States,General,Java,Ruby; Rust; Scala
6226,Student,India,General,C; C++; C#,Assembly; C; C#; Hack; Java; JavaScript; PHP; Python; Scala; SQL; VB.NET
6236,Student,Canada,General,C++; C#; Java; JavaScript; PHP; SQL,C++; C#; Go; Java; JavaScript; PHP; Python; SQL
6259,Student,Poland,General,C++; Groovy; Java; JavaScript; PHP; Python; SQL,Java; JavaScript
6269,Student,Canada,General,C++,C++; Java
6321,Student,Canada,General,C; C++; C#; Go; Java; JavaScript; Matlab; Python; Ruby; Scala; SQL,C++; C#; CoffeeScript; Go; Java; JavaScript; Python; R; Ruby; Scala; SQL
6330,Student,Germany,General,Java; Python; Scala,Go; Haskell; Rust
6341,Student,Germany,General,Java; PHP,Java; PHP; Python; Rust
6344,Student,Turkey,General,C; C++; Java; JavaScript; Lua; PHP; SQL,C++; Lua
6354,Student,United States,General,C++; Java; JavaScript; Matlab; PHP; SQL; Swift,Python
6368,Student,Spain,General,Assembly; C; C++; Java; PHP,C; C++; Haskell; Rust
6376,Student,United Kingdom,General,C; Python,C++; C#; Java; Python; R
6379,Student,Germany,General,Assembly; C; C++; Java,C#; Java
6399,Student,United States,General,C; C#; Java,C; CoffeeScript; JavaScript; Perl; Python; Rust
6401,Student,United States,General,Assembly; C; C#; Java; Python,Assembly; C
6432,Student,United States,General,Java; PHP; Python; Ruby; SQL,Go; Java; JavaScript; PHP; Ruby; SQL
6455,Student,United States,General,C++; Java; JavaScript; Matlab; PHP,C++; Go
6459,Student,Romania,General,C; Java; JavaScript; Matlab; PHP; SQL,C; Java; JavaScript; PHP; SQL
6487,Student,United Kingdom,General,JavaScript; Lua; Python,Assembly; C; Java; SQL
6517,Student,Mexico,General,Assembly; C; C++,C#; Java; Lua; Objective-C; Swift
6522,Student,Germany,General,C++; Python,C++; Haskell; Python
6530,Student,Poland,General,Java; JavaScript; TypeScript,Scala
6532,Student,United States,General,C++; C#; Ruby,C++; C#; Common Lisp; Clojure; F#; Ruby
6561,Student,Italy,General,C; C++; Java; JavaScript; Matlab; Objective-C; PHP; Python; SQL; Swift,C; C++; JavaScript; Matlab; PHP; Python; Ruby; SQL; Swift
6564,Student,Brazil,General,Lua,C++; Lua
6593,Student,Russian Federation,General,C; C++; Java; JavaScript,C; C++; Java
6596,Student,Poland,General,C; Haskell; Java; Python,C; Go; Haskell; Scala
6599,Student,United States,General,JavaScript; Python,C; C++; JavaScript; Python; SQL
6627,Student,United States,General,Python; SQL,C++; Java; Python; R; SQL
6628,Student,Czech Republic,General,C,C++; C#; Python; SQL
6641,Student,United States,General,JavaScript; Python,C++; Java
6676,Student,United States,General,C++; Swift,Swift
6689,Student,Germany,General,C#; PHP; VB.NET,C#; JavaScript; PHP; VB.NET
6710,Student,United States,General,C; C++; Common Lisp; JavaScript; Python; Ruby,Clojure; Scala
6731,Student,United States,General,C#; JavaScript; SQL,C#; JavaScript; PHP; Python; SQL
6760,Student,United States,General,C++; C#; JavaScript; Python,Assembly; C++; C#
6785,Student,United States,General,JavaScript; Objective-C; Python,JavaScript; Python
6796,Student,United States,General,C++; Java; JavaScript; PHP; Python; SQL,Java; JavaScript; PHP; Python; SQL
6807,Student,United States,General,JavaScript; Swift; TypeScript,JavaScript; Python; Swift
6811,Student,Canada,General,C++; JavaScript; Scala,C++; C#; Scala
6820,Student,Switzerland,General,C; JavaScript; Python,C; Julia; Lua; Objective-C; Python; Scala
6828,Student,United Kingdom,General,JavaScript; Python,Assembly; C++; C#; Python
6837,Student,Germany,General,C; C++; Java; SQL,C; C++; Go
6839,Student,United Kingdom,General,C++; Java,C++; Java; JavaScript
6840,Student,Italy,General,Go; Java; Matlab; Python; SQL,C; Go; Python
6844,Student,Poland,General,C++; Java; PHP; SQL,Java; JavaScript; PHP; SQL
6853,Student,Italy,General,Python,C++; Java; JavaScript; Lua; Python; SQL
6855,Student,Croatia,General,C; C++; Java; JavaScript; Python,Assembly; C; C++; Go; JavaScript; Ruby; SQL
6865,Student,Australia,General,C; Java; Lua; Matlab; Python; SQL,C++; C#; F#; Go; Haskell; Java; JavaScript; Objective-C; PHP; SQL
6875,Student,Switzerland,General,C++; Java; JavaScript,C++; C#; JavaScript
6885,Student,Poland,General,Haskell; Java,C++; Java; Rust; Scala
6891,Student,Australia,General,C; C++; JavaScript; Python,C; C++; JavaScript; Perl; SQL
6907,Student,Canada,General,C; Java; JavaScript; Matlab; PHP; Python; R; Scala; SQL,Java; JavaScript; Python; Scala
6938,Student,United States,General,C#; Java; Objective-C; PHP; SQL,C#; Java; JavaScript; Objective-C; PHP; Smalltalk; SQL; Swift; VB.NET
6955,Student,United States,General,Java; JavaScript; R; SQL; VBA,Java; JavaScript
6964,Student,Australia,General,Assembly; Common Lisp; Julia; Lua; Python; Ruby,Python; Ruby
6965,Student,New Zealand,General,C; JavaScript,Assembly; C; JavaScript; Lua; PHP; SQL
6966,Student,China,General,C; C++; C#; Lua; Matlab; Python; SQL,C; C++; C#; JavaScript; Matlab; Python
6971,Student,United States,General,Java; Lua; PHP; Python,C++; Lua; PHP
7003,Student,United States,General,C++; Java; Python,C; C++; Python
7012,Student,India,General,Assembly; C; C++; Java; JavaScript; Matlab; PHP; SQL; Visual Basic 6,C#; CoffeeScript; Common Lisp; Clojure; Dart; Elixir; Erlang; F#; Go; Groovy; Hack; Haskell; Julia; Lua; Objective-C; Perl; Python; R; Ruby; Rust; Scala; Smalltalk; Swift; TypeScript; VB.NET; VBA
7025,Student,India,General,Assembly; C; C++; JavaScript; Matlab; PHP; Python; Ruby; SQL,C; C++; CoffeeScript; Go; Haskell; Java; JavaScript; Python; R; Ruby; Scala; SQL; Swift
7030,Student,United States,General,C++; Java,C#; Objective-C; Python; SQL; Swift
7037,Student,United States,General,Java; JavaScript; R; Swift,JavaScript; R; Swift
7046,Student,Trinidad and Tobago,General,JavaScript; Ruby,PHP; Python; R
7060,Student,India,General,C; C++; Java; JavaScript; Python; SQL,C#; Objective-C; Swift
7080,Student,India,General,C; C++; Java; JavaScript; PHP,C; C++; C#; Java; JavaScript; Perl; PHP; Python; Ruby
7097,Student,Canada,General,Python,Elixir; Go; JavaScript; Julia; Python; R
7135,Student,Pakistan,General,JavaScript,Dart; Go; Java; Python; TypeScript
7149,Student,United States,General,Assembly; C++; Python,Assembly; C; C++; Elixir; Erlang; Haskell; Python; SQL
7154,Student,United States,General,C; C++; Java; JavaScript; Python,Go; Python; R; SQL
7169,Student,Japan,General,C; Java; JavaScript; Matlab; Python,Assembly; C; C++; Go; Haskell; Java; JavaScript; Python
7196,Student,Italy,General,C#; JavaScript,C#; JavaScript; SQL
7209,Student,India,General,C; Python,C; C#; Python; Rust
7212,Student,Russian Federation,General,JavaScript; PHP,Erlang; Go; JavaScript; Scala; TypeScript
7221,Student,Romania,General,Assembly; C; C++; Java; Objective-C; Swift,Assembly; C; Go; JavaScript; Swift
7241,Student,Iran,General,Matlab,C++; Julia; Python
7245,Student,Germany,General,Assembly; PHP; Python,C++; JavaScript; PHP; Python; Ruby; Swift
7246,Student,Poland,General,PHP; SQL,Java; JavaScript
7255,Student,Germany,General,Lua; PHP; SQL; TypeScript,Assembly; C; C++; F#; Go; Java; JavaScript; Lua; PHP; Ruby; TypeScript
7273,Student,United Kingdom,General,C#; Java; Python; Ruby,C#; F#
7285,Student,France,General,C; C++; Java; JavaScript; PHP; Python; R; SQL,C; C++
7303,Student,Lithuania,General,Java; JavaScript,C#; Python
7304,Student,Poland,General,C; C++; Go; Lua; Python; Smalltalk,C++; C#; Common Lisp; Clojure; Go; Lua; Python; Rust; Smalltalk
7308,Student,United States,General,Julia; Python,C#
7319,Student,Germany,General,C; C++; Python,Assembly; Haskell
7324,Student,Iran,General,Assembly; C; C++; Java; Matlab; PHP; SQL,Dart; Go; Groovy; Hack; JavaScript; Python; R; Ruby; Scala; Swift
7326,Student,Pakistan,General,C; C++,C#; Java
7338,Student,Germany,General,C; C++; Java; PHP,Java; PHP
7360,Student,India,General,C++; Python,C++; JavaScript; PHP; Python
7369,Student,Slovak Republic,General,Python; Swift,C; C++; C#; Matlab; Python; Swift
7386,Student,India,General,C; C++; Java; JavaScript,C; C++; Java; Ruby; SQL
7390,Student,Netherlands,General,Java; JavaScript; PHP; SQL,Java; JavaScript; PHP; Python
7394,Student,Poland,General,C#; SQL,C#; JavaScript; PHP; SQL
7408,Student,India,General,Assembly; C; C++; Haskell; Python; SQL,C++; JavaScript; Python; R; Ruby; SQL
7418,Student,India,General,JavaScript; Python; TypeScript; Visual Basic 6,Dart; Go
7427,Student,Turkey,General,C; JavaScript,Go; Java; JavaScript
7431,Student,France,General,C; JavaScript,C
7449,Student,Italy,General,C++; Lua; Python,C#; Java; JavaScript; VBA
7456,Student,Germany,General,JavaScript; SQL,TypeScript
7464,Student,Germany,General,Assembly; C; Java; Lua,C; Lua
7467,Student,United Kingdom,General,JavaScript; PHP,JavaScript
7468,Student,France,General,C; JavaScript,CoffeeScript; JavaScript; PHP; Swift
7470,Student,Andorra,General,C++; Python,Assembly; C; C++; C#; Java; Rust; SQL
7480,Student,India,General,C++; Java; SQL,C++; Java; JavaScript
7494,Student,Pakistan,General,Assembly; C; C++; C#; Java; JavaScript; Python,C; C++; C#; Java; JavaScript; Python
7508,Student,Israel,General,C; Java,Hack; Java
7510,Student,India,General,C++; JavaScript; Python,C++; CoffeeScript; Go; JavaScript; Python
7531,Student,Poland,General,Java; JavaScript; PHP; Swift,C; Java; JavaScript; PHP
7546,Student,India,General,C; C++,Java; JavaScript; Matlab; Python
7550,Student,Poland,General,C++; C#; Java; JavaScript; Matlab; SQL,C#; CoffeeScript; JavaScript; Python; SQL
7559,Student,India,General,C; C++; Java; JavaScript; PHP; Python; TypeScript,C++; C#; Erlang; Java; JavaScript; Python; TypeScript
7567,Student,Latvia,General,Java; Scala,Scala
7577,Student,Austria,General,C++; Java; JavaScript; Python; TypeScript,Java; Python; TypeScript
7584,Student,Greece,General,C; C++; Common Lisp; Java; JavaScript; Matlab; PHP,C; C++; Java
7602,Student,Vietnam,General,PHP; Python; SQL,JavaScript
7615,Student,France,General,JavaScript,C++; Java; PHP; Python; Swift
7619,Student,Belgium,General,Java; Matlab; R,Python; SQL
7623,Student,Finland,General,Java; PHP,Ruby
7632,Student,United States,General,Matlab; Python,Python
7642,Student,Germany,General,C; C++; C#; Java,PHP; Python
7659,Student,Hungary,General,C++,C++; SQL
7660,Student,Poland,General,Assembly; C; C++; Java; JavaScript; Python; SQL,Assembly; C; C++
7671,Student,Mexico,General,C#; Java; JavaScript; PHP; SQL; Visual Basic 6,C#; Java; JavaScript; Ruby; Scala; Swift
7677,Student,Germany,General,Matlab; Swift,JavaScript
7688,Student,Canada,General,JavaScript; Python,JavaScript; Objective-C; Python; Swift
7692,Student,Iran,General,Assembly; C; Python,Assembly; C; Clojure; Go; JavaScript; Perl; Python
7696,Student,Germany,General,C#; Java; SQL,C++; Python
7716,Student,Greece,General,C; JavaScript; SQL,C; Java
7742,Student,Armenia,General,Java,Assembly; C; Java; PHP
7747,Student,Iran,General,C; Common Lisp; F#; JavaScript; Python; Rust,C; Common Lisp; F#; Lua; Rust
7761,Student,France,General,JavaScript; PHP; SQL,C++; Python
7769,Student,United States,General,C++; C#; JavaScript; Perl,C; C#; Perl; SQL
7780,Student,Russian Federation,General,C++; Java,Assembly; Java; R; Swift
7789,Student,Sri Lanka,General,Java; Matlab; R,C#; Java; R
7791,Student,Russian Federation,General,Assembly; C; Python; Rust,C; C++
7806,Student,Cameroon,General,C; Java; SQL,Java; JavaScript; Python
7812,Student,Uruguay,General,Java,Assembly; C; C#; Go; Hack; Java; Python; Ruby; SQL; VB.NET; VBA; Visual Basic 6
7819,Student,Switzerland,General,C++; Go; Python,C++; Go; JavaScript; Python
7825,Student,Iran,General,Assembly; C; C++; C#; Java; Python; SQL,Assembly; Groovy; Haskell; Java; Python; SQL
7829,Student,India,General,Assembly; C,Assembly; C; Matlab
7831,Student,Iceland,General,C#; Java; JavaScript,C#; SQL
7859,Student,Germany,General,C; PHP; Python; SQL,C; C++; Python; SQL
7864,Student,United States,General,C; Python,Assembly; C; Java; Python
7879,Student,United States,General,C++; Java; JavaScript; SQL,Assembly; C++; Java; JavaScript; Lua
7886,Student,Netherlands,General,Java; JavaScript; PHP; SQL,Java; JavaScript; PHP; Python; Ruby
7887,Student,Ukraine,General,Ruby,CoffeeScript; JavaScript
7899,Student,Nigeria,General,Java; JavaScript; Matlab; PHP; Python; SQL; VBA; Visual Basic 6,JavaScript; PHP; Python; SQL
7901,Student,United States,General,C; C++; Haskell; Java; JavaScript; Python; Rust; Scala,Go; Haskell; Python; Rust; Scala
7905,Student,Netherlands,General,C#; Java; JavaScript; PHP; Python; SQL,C++; C#; Java; JavaScript; PHP; Python; SQL
7916,Student,Poland,General,JavaScript; PHP,Python
7920,Student,Canada,General,C; Java; Python,C++; C#; Java; JavaScript
7939,Student,Denmark,General,C#; Java; JavaScript; PHP; SQL; TypeScript,C++; C#; Java; JavaScript; SQL
7940,Student,France,General,Java; Swift,JavaScript
7973,Student,Kenya,General,C++; Java; JavaScript; PHP; R; SQL,Java; PHP; Python; R; SQL
7978,Student,Finland,General,C++; JavaScript; Swift,C; Ruby; Swift
7985,Student,Switzerland,General,Assembly; C#; Java; JavaScript; SQL,Java; JavaScript
7997,Student,India,General,C++; Java; JavaScript; PHP; SQL,Scala
8003,Student,United States,General,C++; Java; JavaScript,C++; Dart; Java; JavaScript
8007,Student,United States,General,JavaScript; SQL,Clojure; JavaScript; SQL; Swift
8011,Student,India,General,C++; JavaScript,C++; C#; Java; Python; SQL
8013,Student,United Kingdom,General,C; JavaScript; Perl,C; C++; JavaScript
8015,Student,Netherlands,General,C#; Java; JavaScript; PHP; Python; SQL,C#; Go; Hack; Java; Python; Swift
8017,Student,Poland,General,C; C++; Java; JavaScript; Python; Ruby,Assembly; C; C++; Go; Haskell
8044,Student,Poland,General,JavaScript; Matlab; Python; R,Go; Python; R; SQL; VBA
8060,Student,Botswana,General,Java,C#; Python; Swift
8064,Student,United Kingdom,General,C; C++; Java; JavaScript; Lua; Python; SQL,C++; Python; SQL
8071,Student,Canada,General,C; C++; Java,C; C++
8077,Student,Poland,General,C; C++; Java; SQL,Python
8078,Student,Germany,General,JavaScript; Python; Rust; TypeScript,C++; JavaScript; Python; Rust; TypeScript
8079,Student,United States,General,Assembly; C; C++; Java; JavaScript; Matlab; Python,Assembly; C; C++; Go; Haskell; Java; Python; Rust
8080,Student,Ethiopia,General,C++; C#; Common Lisp; Java; PHP; Python; SQL; VB.NET; Visual Basic 6,C++; C#; Java; PHP; Python; VB.NET
8081,Student,Ukraine,General,C; C++; Common Lisp; JavaScript,C; C++; CoffeeScript; Common Lisp; Clojure; Erlang; Haskell; JavaScript; Lua; Ruby; Smalltalk; Swift
8083,Student,Brazil,General,C; Java; JavaScript; PHP; SQL,C++; Elixir; Python
8090,Student,Slovak Republic,General,C; C++; Haskell,Assembly; C; C++; Common Lisp; Go; Haskell; Java; Python
